UserID,Title,Ratings
13,Really Don't Care,70
13,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",70
13,Only Love Can Hurt Like This,69
13,Heartbeat Song,69
13,Up,69
13,Trumpets,69
13,Runnin' (Lose It All),69
13,Same Old Love,69
13,I Want You To Know,68
13,Lips Are Movin,68
13,I'll Show You,68
13,Here,68
13,I Lived,67
13,Fireball (feat. John Ryan),67
13,Easy Love,67
13,The Feeling,67
13,I Really Like You,66
13,BO$$,66
13,Sugar,66
13,Focus,66
13,All About That Bass,65
14,On My Mind,65
14,Love Me Like You,65
14,Broken Arrows,65
14,Booty,64
14,What Do You Mean? - Acoustic,64
14,Mark My Words,63
14,Lay It All on Me,62
14,American Oxygen,61
14,Bang Bang,61
14,Reality - Radio Edit,61
14,Alive,61
14,Sugar (feat. Francesco Yates),60
14,Been You,60
14,Prayer in C - Robin Schulz Radio Edit,58
14,See You Again (feat. Charlie Puth),56
14,Heroes (we could be),56
14,"Feel The Light - From The ""Home"" Soundtrack",55
14,Perfect,55
14,Ghosttown,54
14,Bang My Head (feat. Sia & Fetty Wap),54
14,Bloodstream,52
14,Living For Love,52
14,Baby Don't Lie,52
14,Don't Be so Hard on Yourself,52
14,Steal My Girl,51
15,"Celebrate (From the Original Motion Picture ""Penguins of Madagascar"")",50
15,We Are Here,49
15,St Jude,47
15,Yesterday (feat. Bebe Rexha),46
15,Time of Our Lives,45
15,Sparks,44
15,Mr. Put It Down,42
15,Legendary Lovers,41
15,Spark The Fire,39
15,Run Run Run,36
15,Let Me Be Your Lover,34
15,Dangerous,18
15,L.A.LOVE (la la),0
15,The Hills,84
15,Love Yourself,83
15,Cake By The Ocean,81
15,Don't Let Me Down,81
15,In the Name of Love,81
15,Into You,80
15,This Is What You Came For,80
15,Million Reasons,80
15,Needed Me,80
15,7 Years,80
15,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",79
15,Work from Home (feat. Ty Dolla $ign),79
16,Scars To Your Beautiful,79
16,Like I'm Gonna Lose You (feat. John Legend),79
16,Work,78
16,Stitches,78
16,"Me, Myself & I",78
16,I Took A Pill In Ibiza - Seeb Remix,78
16,Dangerous Woman,78
16,Starving,78
16,Shout Out to My Ex,77
16,Electric Love,76
16,Confident,75
16,Too Good,74
16,Roses,74
16,Cold Water (feat. Justin Bieber & M?,73
16,Me Too,73
16,Light It Up (feat. Nyla & Fuse ODG) [Remix],73
16,Ain't Your Mama,72
16,Close,72
16,Toothbrush,72
16,All We Know,72
16,Final Song,72
16,Company,72
16,Hands To Myself,71
16,All I Ask,71
16,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",71
17,NO,70
17,Kill Em With Kindness,70
17,Cool Girl,69
17,Runnin' (Lose It All),69
17,Here,68
17,Perfect Illusion,67
17,PILLOWTALK,66
17,Out Of The Woods,66
17,Rise,66
17,Wherever I Go,66
17,Body Say,65
17,Don't Be A Fool,65
17,LIKE I WOULD,65
17,Cheap Thrills,64
17,I Got You,64
17,Run Away With Me,63
17,Cruel (feat. ZAYN),63
17,Send My Love (To Your New Lover),61
17,WTF (Where They From),58
17,Desire,58
17,When We Were Young,58
17,I Know What You Did Last Summer,57
17,Wish That You Were Here - From æ—iss PeregrineæŠ¯ Home for Peculiar Children?Original Motion Picture,57
17,Hurts,57
17,Change,54
18,Make Me... (feat. G-Eazy),53
18,Keeping Your Head Up,52
18,True Colors,51
18,Make Me Like You,50
18,Champagne Problems,50
18,Blown,48
18,Start,47
18,Pep Rally,47
18,Higher,46
18,Invitation,44
18,One Call Away (feat. Tyga) - Remix,41
18,Beautiful Birds (feat. Birdy),36
18,Little Lies,36
18,Do You Wanna Come Over?,34
18,BURNITUP!,31
18,Picky - Remix,29
18,Behind Your Back,18
18,Million Years Ago,0
18,Shape of You,87
18,Closer,86
18,Starboy,85
18,Treat You Better,84
18,That's What I Like,83
18,Let Me Love You,82
18,I Feel It Coming,81
19,Mercy,81
19,Side To Side,80
19,Stay,80
19,It Ain't Me (with Selena Gomez),79
19,Malibu,78
19,Something Just Like This,78
19,Rockabye (feat. Sean Paul & Anne-Marie),78
19,I DonæŠ° Wanna Live Forever (Fifty Shades Darker),78
19,My Way,78
19,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",77
19,Praying,77
19,Despacito - Remix,76
19,The Greatest,76
19,There for You,76
19,Paris,76
19,Crying in the Club,75
19,Mama,75
19,Slide (feat. Frank Ocean & Migos),75
19,Swish Swish,73
19,Chained To The Rhythm,72
19,Cold (feat. Future),72
19,Love,72
19,Reggaeté«‡ Lento (Remix),71
19,All I Ask,71
19,First Time,71
20,The Cure,71
20,"How Far I'll Go - From ""Moana""",71
20,Bodak Yellow,70
20,Rich Love (with Seeb),70
20,Tired,70
20,Came Here for Love,70
20,24K Magic,69
20,Strip That Down (feat. Quavo),69
20,Cut To The Feeling,69
20,OK - Spotify Version,69
20,Bon appé– it,68
20,Summer Bummer (feat. A$AP Rocky & Playboi Carti),67
20,Get Low (with Liam Payne),66
20,Kissing Strangers,66
20,Slow Hands,64
20,Younger Now,62
20,Body Moves,62
20,Reality (feat. Janieck Devy) - Radio Edit,59
20,Angel,59
20,Touch (feat. Kid Ink),59
20,We Don't Talk Anymore - DROELOE Remix,59
20,Love Incredible (feat. Camila Cabello),59
20,No Vacancy (with Sebastié†¤ Yatra),57
20,Rich Boy,55
20,Lust for Life (with The Weeknd),54
21,Greenlight (feat. Flo Rida & LunchMoney Lewis),54
21,Influence,54
21,Remember I Told You,53
21,Messin' Around,51
21,Water Under the Bridge,49
21,Free Me,44
21,Kissing Strangers - Remix,43
21,A L I E N S,41
21,One Kiss (with Dua Lipa),86
21,Havana (feat. Young Thug),85
21,I Like It,85
21,New Rules,84
21,There's Nothing Holdin' Me Back,84
21,no tears left to cry,84
21,IDGAF,84
21,In My Blood,83
21,Wolves,83
21,Dusk Till Dawn - Radio Edit,83
21,Attention,83
21,Electricity (with Dua Lipa),82
21,Love On The Brain,82
21,"Let Me Go (with Alesso, Florida Georgia Line & watt)",82
21,Silence,82
21,Sorry Not Sorry,81
21,Shallow - Radio Edit,80
22,These Days,80
22,What Lovers Do (feat. SZA),79
22,Finesse - Remix; feat. Cardi B,78
22,Perfect Duet (Ed Sheeran & Beyonc?,78
22,Bad At Love,78
22,Him & I (with Halsey),78
22,Friends (with BloodPop?,77
22,Wild Thoughts (feat. Rihanna & Bryson Tiller),76
22,My My My!,76
22,Capital Letters,76
22,Sick Boy,76
22,Tequila,76
22,Look What You Made Me Do,75
22,Youth (feat. Khalid),75
22,Bad Liar,75
22,Anywhere,74
22,Say Something,74
22,Chun-Li,73
22,Sign of the Times,72
22,Familiar,72
22,Let Me,72
22,Supernova,72
22,Nervous,71
22,First Time,71
22,End Game,70
23,Mi Gente (feat. Beyonc?,68
23,Lemon,68
23,For You (With Rita Ora),67
23,Want To,67
23,What I Need (feat. Kehlani),67
23,Wait,67
23,What About Us,66
23,Kissing Strangers,66
23,2U (feat. Justin Bieber),65
23,Walk On Water (feat. Beyonc?,65
23,This Town,64
23,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",64
23,MOVE TO MIAMI,64
23,Miss You (with Major Lazer & Tory Lanez),64
23,Filthy,62
23,Never Be the Same - Radio Edit,57
23,Ferrari,57
23,Supplies,57
23,Boom Boom,53
23,...Ready For It? - BloodPop?Remix,52
23,Drip (feat. Migos),45
23,Tell Me You Love Me - NOTD Remix,44
23,Memories,99
23,Lose You To Love Me,97
23,Someone You Loved,96
24,Senorita,95
24,How Do You Sleep?,93
24,South of the Border (feat. Camila Cabello & Cardi B),92
24,Trampoline (with ZAYN),92
24,Happier,90
24,Truth Hurts,90
24,Good as Hell (feat. Ariana Grande) - Remix,90
24,Higher Love,88
24,Only Human,87
24,Beautiful People (feat. Khalid),86
24,Sucker,86
24,Don't Call Me Up,86
24,I Don't Care (with Justin Bieber),85
24,Talk (feat. Disclosure),84
24,Giant (with Rag'n'Bone Man),84
24,Takeaway,83
24,All Around The World (La La La),82
24,Girls Like You (feat. Cardi B),81
24,Call You Mine,81
24,No Guidance (feat. Drake),81
24,Antisocial (with Travis Scott),78
24,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",77
24,Con Calma - Remix,76
24,Find U Again (feat. Camila Cabello),75
24,Cross Me (feat. Chance the Rapper & PnB Rock),75
25,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)",70
25,Nothing Breaks Like a Heart (feat. Miley Cyrus),69
25,Kills You Slowly,67
