User-ID,bookID,Book-Rating
276859,866,4.57
276859,868,4.56
276861,869,4.57
276861,870,4.5
276861,871,4.55
276861,872,3.86
276861,873,4.52
276861,880,3.82
276861,888,3.6
276861,890,3.87
276861,900,3.74
276861,902,4.02
276861,903,3.83
276861,929,4.11
276861,930,4.11
276862,931,4.11
276862,932,4.08
276862,933,4.11
276863,935,3.93
276866,941,3.44
276866,944,3.41
276866,955,4.7
276866,960,3.89
276866,965,3.89
276866,966,3.89
276866,968,3.84
276866,969,3.84
276866,972,3.84
276866,975,3.71
276866,977,3.71
276866,980,3.71
276866,987,4.04
276866,998,4.03
276866,1005,4.18
276866,1007,4.18
276866,1014,3.58
276866,1022,3.95
276866,1032,3.66
276866,1052,4.26
276869,1053,4.26
276869,1059,4.21
276870,1067,4.07
276872,1068,4.22
276872,1073,3.62
276872,1078,3.98
276872,1090,3.93
276872,1097,3.74
276872,1099,3.74
276872,1103,4.07
276872,1110,3.78
276873,1111,4.51
276875,1117,3.75
276875,1120,3.74
276875,1121,3.65
276875,1123,3.95
276875,1130,4.13
276875,1138,4.07
276875,1164,3.15
276875,1167,3.99
276875,1169,3.67
276875,1171,4.15
276875,1177,3.31
276875,1188,4.08
276875,1191,3.96
276875,1192,3.95
276875,1193,4.09
276875,1196,4.09
276875,1197,4.06
276875,1198,3.92
276875,1202,3.97
276875,1204,3.97
276875,1206,3.97
276875,1218,4.27
276875,1226,3.91
276875,1230,3.91
276875,1234,3.49
276875,1241,3.65
276875,1242,3.56
276875,1243,3.41
276875,1246,4.05
276875,1252,4.14
276875,1255,3.68
276875,1265,3.72
276875,1274,3.55
276875,1276,3.62
276875,1281,3.55
276875,1290,3.76
276875,1295,4.05
276875,1296,4.05
276875,1301,4.26
276875,1302,0
276875,1303,4.18
276875,1305,4.42
276878,1307,4.07
276879,1312,3.58
276884,1315,3.96
276884,1317,3.9
276884,1318,3.76
276884,1319,4
276884,1320,3.78
276887,1322,3.91
276887,1326,4.1
276887,1327,3.92
276888,1328,3.92
276888,1334,4.47
276889,1337,4.5
276890,1338,4.06
276896,1342,4.35
276904,1351,3.85
276904,1354,3.95
276904,1362,3.99
276904,1363,3.99
276904,1364,3.99
276904,1365,3.99
276904,1366,3.99
276905,1367,3.99
276905,1368,3.99
276905,1369,3.99
276911,1371,3.86
276911,1373,3.86
276911,1374,3.86
276912,1375,4.04
276912,1376,3.86
276912,1377,3.86
276912,1378,3.86
276915,1381,3.76
276916,1382,3.76
276925,1383,3.76
276925,1384,3.76
276925,1387,3.76
276925,1391,4.35
276925,1402,4.22
276925,1403,4.13
276925,1405,3.8
276925,1408,3.94
276925,1417,4.5
276925,1419,4.5
276925,1420,4.02
276925,1423,4.44
276925,1424,3.64
276925,1425,3.31
276925,1426,3.7
276925,1427,3.57
276925,1428,3.57
276925,1429,3.62
276925,1431,3.7
276925,1433,4.02
276925,1437,3.69
276925,1438,4.02
276925,1439,4.29
276925,1440,4.32
276925,1441,3.72
276925,1444,4.35
276925,1445,3.9
276925,1449,3.9
276925,1459,4.29
276925,1461,4.5
276925,1462,4.03
276925,1463,4.21
276925,1465,4.21
276925,1466,4.4
276925,1467,4.17
276925,1468,4
276925,1470,4.31
276925,1473,4.03
276925,1474,4.23
276925,1475,3.87
276925,1476,4.14
276925,1479,3.88
276925,1480,3.78
276925,1486,3.63
276925,1488,3.86
276925,1489,4.1
276925,1491,4.26
276925,1494,3.83
276925,1495,4.47
276925,1499,3.87
276925,1504,4.04
276925,1506,4.2
276925,1509,4.03
276925,1510,4.07
276925,1511,4.03
276925,1515,4.43
276925,1516,4.02
276925,1517,4.1
276925,1518,4.02
276925,1519,4.02
276925,1521,4.02
276925,1523,4.1
276925,1525,4.02
276925,1526,4.02
276925,1527,4.1
276925,1529,4.03
276925,1530,4.02
276925,1531,4.1
276925,1532,4.02
276925,1533,4.1
276925,1536,4.14
276925,1537,3.97
276925,1538,4.27
276925,1540,3.97
276925,1542,3.97
276925,1546,3.97
276925,1547,3.97
276925,1548,4.14
276925,1549,3.94
276925,1554,3.7
276925,1555,3.97
276925,1558,3.7
276925,1559,3.7
276925,1560,4.06
276925,1561,3.94
276925,1562,4.21
276925,1563,3.83
276925,1566,3.77
276925,1567,3.95
276925,1568,3.42
276925,1571,3.75
276925,1572,4.07
276925,1576,3.94
276925,1577,4.03
276925,1579,4.21
276925,1584,2.8
276925,1585,4.07
276925,1586,3.85
276925,1590,3.6
276925,1591,3.85
276925,1592,3.69
276925,1595,4.33
276925,1618,3.88
276925,1620,3.64
276925,1625,3.98
276925,1627,3.94
276925,1633,3.99
276925,1634,3.46
276927,1642,4.17
276927,1643,4.14
276927,1645,3.76
276928,1646,3.96
276928,1654,3.76
276928,1658,2.83
276928,1664,3.5
276928,1667,4.05
276928,1681,3.92
276928,1684,3.92
276928,1685,4.04
276928,1686,4.27
276929,1693,4.03
276929,1698,3.92
276929,1702,3.55
276929,1703,3.71
276929,1707,3.94
276929,1709,4.07
276929,1710,4.07
276929,1713,4.05
276929,1715,4.05
276929,1718,4.05
276929,1720,4.27
276929,1721,4.32
276929,1722,4.36
276929,1725,4.02
276929,1728,4.12
276929,1729,4.52
276929,1730,4.42
276929,1731,4.08
276929,1744,3.71
276929,1750,4.62
276929,1752,3.64
276929,1761,3.64
276929,1771,4.07
276929,1796,3.86
276929,1800,3.79
276929,1801,4.12
276929,1804,3.4
276929,1805,3.73
276929,1814,3.42
276929,1815,4.06
276929,1823,3.95
276929,1824,3.61
276929,1839,4.03
276929,1843,3.87
276929,1845,3.98
276929,1846,3.92
276929,1848,4.26
276929,1849,4.01
276929,1850,3.78
276929,1852,3.86
276929,1853,4.17
276929,1856,2.67
276929,1869,3.63
276929,1877,4.04
276929,1879,4.04
276929,1883,4.08
276929,1887,4.45
276929,1888,4.26
276929,1889,4.26
276929,1891,4.26
276929,1893,4.26
276929,1894,4
276929,1896,3.71
276929,1898,4.17
276929,1902,4.01
276929,1911,3.68
276929,1914,3.68
276929,1925,4.07
276929,1931,3.65
276929,1934,4.07
276929,1935,4.07
276929,1936,4.07
276929,1937,4.07
276929,1946,4.33
276929,1947,4.07
276929,1955,3.84
276929,1957,3.84
276929,1958,4
276929,1959,3.84
276929,1960,3.84
276929,1972,4.16
276929,1976,4.21
276929,1982,4.3
276929,1984,4.01
276929,1985,3.99
276929,1987,3.85
276929,1988,3.82
276929,1990,3.83
276929,1991,3.71
276934,1993,4.06
276936,1999,3.84
276936,2002,4.4
276936,2004,3.58
276936,2005,4.57
276936,2010,3.66
276936,2011,3.81
276939,2015,3.43
276939,2019,2.67
276939,2022,3.8
276939,2025,3.85
276939,2026,3.75
276939,2028,3.77
276939,2034,5
276939,2043,3.86
276939,2045,4.47
276939,2046,4.5
276939,2048,4.45
276939,2049,4.08
276939,2051,4.16
276939,2052,4.01
276939,2054,4.22
276939,2056,3.6
276939,2057,3.82
276939,2058,3.97
276939,2059,4.22
276939,2067,3.89
276939,2068,4.04
276939,2071,3.83
276939,2072,3.95
276939,2074,3.82
276939,2077,3.61
276943,2078,3.92
276946,2081,4.14
276949,2093,4.17
276950,2094,4.22
276953,2095,4.15
276953,2096,4.07
276953,2099,4.29
276954,2100,3.94
276954,2102,4.02
276954,2103,4.09
276954,2104,3.83
276954,2107,4.31
276954,2109,4.13
276954,2112,3.96
276954,2113,3.94
276954,2122,3.87
276954,2123,4.24
276954,2126,3.1
276954,2127,4.23
276954,2136,3.58
276954,2137,3.91
276954,2140,3.93
276954,2142,4.17
276954,2144,4.39
276954,2151,4.55
276954,2152,3.08
276954,2153,4.55
276954,2155,4.16
276954,2156,4.14
276954,2157,3.79
276954,2166,3.77
276954,2167,2.83
276954,2176,3.66
276957,2178,3.62
276959,2179,3.83
276963,2182,3.69
276964,2183,3.83
276964,2186,3.8
276964,2187,4
276964,2199,4.28
276964,2203,4.06
276964,2204,3.5
276964,2205,4.14
276964,2209,4.05
276964,2211,4.17
276964,2218,3.65
276964,2219,3.64
276964,2222,4
276964,2226,4.16
276964,2227,4.07
276964,2228,3.77
276964,2236,3.62
276964,2249,4.1
276964,2250,4.24
276964,2253,3.9
276964,2255,4.14
276964,2257,4.15
276964,2265,3.72
276964,2267,3.67
276964,2279,4.12
276964,2281,4.2
276964,2282,3.89
276964,2283,3.58
276964,2285,3.74
276964,2287,3.8
276964,2289,4.07
276964,2296,3.96
276965,2299,4.07
276975,2304,4.02
276981,2305,3.89
276984,2306,4.3
276984,2307,4.25
276984,2309,4.22
276984,2314,3.95
276984,2315,4.08
276984,2319,3.69
276984,2322,3.93
276984,2326,3.98
276984,2327,4.15
276984,2329,4.38
276984,2330,3.98
276984,2331,4.5
276984,2333,3.85
276984,2336,4.05
276984,2338,3.8
276984,2343,4.01
276984,2348,4.1
276984,2353,3.68
276984,2367,3.98
276984,2368,4.12
276984,2370,4.06
276986,2371,4.11
276986,2372,4.2
276986,2373,4.19
276986,2375,3.27
276988,2378,4.19
276988,2386,3.5
276988,2388,3.71
276988,2389,3.5
276988,2390,3.5
276988,2400,3.61
276988,2404,3.82
276988,2407,3.93
276988,2409,3.82
276989,2411,3.33
276990,2412,4.28
276990,2423,3.92
276992,2430,3.96
276994,2442,4.22
276994,2443,3.86
276994,2445,3.57
276994,2452,3
276994,2473,4.03
276994,2486,3.76
276994,2494,3.89
276994,2495,3.89
276994,2499,3.59
276994,2501,3.89
276994,2504,4.14
276994,2506,3.93
276994,2508,3.42
276994,2519,4.12
276994,2520,4.34
276994,2521,4.15
276994,2526,4.11
276994,2527,4.29
276997,2528,3.89
276998,2529,3.89
276998,2530,3.92
277002,2531,3.84
277007,2535,3.8
277009,2536,4.02
277010,2538,3.89
277010,2539,3.8
277012,2541,3.84
277012,2542,3.81
277012,2543,4
277018,2545,4.42
277018,2547,4.23
277018,2549,4.03
277019,2551,3.63
277022,2552,3.63
277023,2557,4.11
277028,2560,5
277031,2567,3.93
277032,2581,3.85
277035,2584,4
277036,2586,3.89
277036,2595,4.11
277036,2612,3.97
277036,2613,3.98
277040,2615,3.99
277042,2619,3.77
277042,2626,3.77
277042,2646,3.8
277042,2654,4.27
277042,2655,4.27
277042,2661,4.27
277042,2673,4.02
277042,2677,4.05
277042,2678,3.79
277042,2680,4.67
277042,2686,3.59
277042,2687,4.28
277042,2688,4.63
277042,2692,4.22
277042,2696,3.49
277042,2698,3.49
277042,2701,3.49
277042,2702,3.8
277048,2705,4.02
277048,2706,3.61
277048,2710,3.49
277051,2711,4.18
277051,2713,3.86
277051,2715,3.74
277051,2718,4.2
277051,2719,3.52
277051,2722,4.13
277051,2723,3.73
277051,2725,4.29
277051,2727,4.51
277051,2731,4.5
277051,2735,3.83
277051,2743,4.1
277051,2745,3.83
277051,2749,3.88
277052,2756,3
277053,2761,4.16
277056,2767,4.08
277058,2768,4.08
277058,2770,4
277064,2778,4
277065,2781,4
277072,2785,3.92
277073,2794,3.69
277074,2802,4.09
277075,2804,4.1
277079,2810,3.93
277085,2811,3.76
277085,2814,4.12
277087,2815,4.25
277087,2817,3.98
277087,2819,4.21
277087,2820,4.04
277087,2821,4.01
277087,2822,3.98
277087,2823,3.98
277087,2826,4
277087,2834,3.79
277087,2835,3.79
277087,2836,4
277087,2843,5
277087,2847,3.76
277087,2851,4.27
277087,2855,4.25
277087,2860,3.46
277087,2864,3.88
277087,2868,3.94
277087,2871,3.36
277090,2872,3.58
277094,2873,3.66
277096,2875,3.58
277102,2877,3.64
277107,2879,4.42
277107,2880,4.22
277107,2881,4.38
277107,2882,4.36
277107,2883,4.36
277107,2885,4.43
277109,2886,4.39
277109,2887,4.43
277109,2893,3.25
277109,2895,4.02
277109,2896,4.02
277109,2898,3.57
277114,2899,3.68
277116,2900,3.84
277123,2906,4.22
277124,2907,4.22
277124,2912,3.67
277124,2917,3.93
277124,2920,4.44
277128,2921,3.92
277128,2923,4.26
277128,2928,4.01
277129,2932,3.67
277134,2933,3.67
277135,2934,3.67
277139,2937,3.67
277139,2940,3.67
277139,2942,3.72
277142,2949,3.85
277143,2952,3.57
277143,2953,4.06
277143,2956,3.82
277143,2958,3.82
277143,2960,3.82
277143,2962,3.82
277143,2965,4.2
277143,2967,3.86
277149,2968,4.28
277155,2971,4.05
277157,2973,4.39
277157,2978,3.92
277157,2988,3.96
277157,2997,3.68
277157,2998,4.13
277157,3003,4.13
277157,3004,4.33
277157,3006,4.13
277157,3008,4.2
277157,3011,3.8
277157,3014,4.3
277157,3023,4.32
277157,3025,4.32
277157,3040,4.38
277157,3041,4.14
277157,3042,4.39
277157,3047,4.31
277157,3051,3.91
277157,3053,4.45
277157,3055,4.45
277157,3056,4.36
277157,3061,3.9
277157,3065,4.11
277157,3066,3.96
277157,3067,4.22
277157,3068,3.89
277157,3070,4
277157,3072,3.65
277157,3075,3.61
277157,3084,3.88
277157,3087,3.91
277157,3088,4.1
277157,3100,3.51
277157,3101,3.48
277157,3102,3.96
277157,3103,4.03
277157,3104,4.14
277157,3105,3.96
277157,3107,3.59
277157,3113,3.97
277157,3117,4.11
277157,3119,4.21
277157,3120,4.19
277157,3130,4.25
277157,3142,4.33
277157,3144,4.16
277157,3145,4.16
277157,3147,4.33
277157,3152,4.08
277157,3155,4.26
277157,3156,4.09
277157,3167,3
277157,3207,4.17
277157,3231,3.74
277157,3232,4.57
277157,3248,3.77
277157,3254,3.89
277157,3258,4.29
277157,3273,4.17
277157,3280,4.11
277159,3283,3.54
277165,3290,3.97
277168,3291,3.97
277168,3293,3.97
277168,3298,3.77
277168,3300,3.93
277168,3301,4.23
277168,3302,3.72
277168,3303,3.84
277168,3304,3.71
277168,3311,3.43
277168,3316,4.33
277168,3325,4.02
277168,3340,4.08
277168,3341,4
277168,3343,3.17
277168,3344,3.91
277168,3345,3.78
277168,3346,3.87
277168,3347,3.85
277168,3348,3.91
277168,3351,0
277168,3357,4.47
277168,3359,4.27
277168,3368,4.25
277168,3384,3.62
277168,3388,3.98
277168,3402,3.4
277170,3403,3.72
277170,3404,3.95
277170,3409,4.19
277170,3413,4.23
277170,3416,4.37
277170,3417,4.25
277170,3418,3.52
277171,3419,3.67
277171,3420,3.95
277171,3421,4.29
277171,3422,4.11
277171,3424,4.3
277171,3425,3.81
277171,3426,3.69
277171,3431,3.93
277171,3437,3.88
277171,3438,3.88
277171,3439,3.88
277171,3444,3.29
277171,3445,3.95
277171,3446,3.91
277171,3447,3.78
277171,3449,3.45
277171,3462,4.11
277171,3463,4.03
277171,3464,3.8
277171,3465,4.03
277171,3466,3.99
277176,3468,4.15
277179,3469,3.84
277179,3471,3.96
277180,3473,4.17
277180,3476,3.7
277183,3478,3.96
277186,3479,3.98
277186,3483,3.71
277186,3491,4.03
277186,3493,3.52
277186,3507,4.15
277186,3509,3.86
277186,3510,4.08
277186,3513,3.85
277186,3516,3.77
277186,3519,3.54
277187,3520,3.43
277187,3525,4.06
277187,3529,4.59
277187,3530,4.09
277187,3531,4.08
277187,3532,3.78
277187,3536,3.41
277187,3545,3.73
277187,3554,3.5
277187,3557,3.89
277187,3562,4.1
277187,3564,4.24
277187,3566,3.83
277187,3574,4.23
277187,3577,3.88
277187,3579,4.43
277187,3580,3.9
277187,3581,4.47
277187,3582,4.64
277187,3583,4.53
277187,3584,4.22
277187,3585,3.96
277187,3587,4.26
277187,3593,4
277187,3595,4.18
277187,3597,4.33
277187,3599,3.5
277187,3603,3.77
277187,3604,3.77
277187,3631,3.38
277187,3635,4.26
277187,3636,4.13
277187,3638,3.83
277187,3640,4.11
277187,3649,3.56
277187,3650,3.42
277187,3651,3.17
277188,3656,3.51
277188,3657,3.51
277188,3659,3.71
277188,3660,3.66
277188,3661,3.65
277189,3664,3.66
277195,3665,3.61
277195,3679,3.73
277195,3682,3.79
277195,3684,3.37
277195,3685,3.96
277195,3686,3.94
277195,3687,4.11
277195,3688,4.17
277195,3690,4
277195,3692,3.99
277195,3693,3.46
277195,3695,3.6
277195,3698,3.97
277195,3701,3.98
277195,3705,3.77
277195,3707,3.73
277195,3710,3.16
277195,3711,3.77
277195,3717,3.57
277195,3731,4.04
277195,3732,3.77
277195,3733,4.2
277195,3734,4.18
277195,3736,3.62
277195,3738,3.55
277195,3743,3.84
277195,3744,3.8
277195,3750,3.74
277195,3751,4.31
277195,3754,3.98
277195,3758,3.73
277195,3759,3.8
277195,3762,3.96
277195,3765,3.55
277195,3768,3.8
277195,3769,3.92
277195,3770,3.91
277195,3774,3.68
277195,3776,4.07
277195,3782,4.02
277195,3784,4
277195,3787,3.64
277195,3788,3.98
277195,3797,4.27
277195,3798,3.95
277195,3799,4.01
277195,3801,3.97
277195,3803,3.82
277195,3805,3.79
277195,3806,3.93
277195,3815,3.91
277195,3818,3.68
277195,3820,3.75
277195,3822,3.71
277195,3825,3.92
277195,3826,3.81
277195,3827,3.94
277195,3828,3.99
277195,3829,3.82
277195,3830,4.02
277195,3831,3.93
277195,3832,3.93
277195,3833,4
277195,3834,3.68
277195,3835,3.87
277195,3836,3.87
277195,3837,3.87
277195,3840,3.87
277195,3841,3.87
277195,3842,3.61
277195,3848,4
277195,3849,4.19
277195,3850,3.86
277195,3851,4.18
277195,3852,4.13
277195,3853,3.55
277195,3858,3.53
277195,3859,4.01
277195,3867,3.92
277195,3869,4.17
277195,3870,4.21
277195,3871,4.03
277195,3872,3.76
277195,3873,3.87
277195,3875,3.82
277195,3886,4.07
277195,3895,4.15
277195,3900,3.51
277195,3914,3.86
277195,3916,3.73
277195,3918,2.88
277195,3921,3.45
277195,3938,4.24
277195,3939,4.2
277195,3940,3.45
277195,3966,4.42
277195,3967,4.2
277195,3968,4.17
277195,3972,3.94
277196,3973,4.03
277196,3974,4.07
277196,3975,3.75
277196,3976,3.84
277196,3977,4.17
277196,3978,3.6
277196,3985,4.18
277196,3986,3.46
277196,3997,4.25
277196,4006,3.31
277196,4008,3.61
277196,4009,4.19
277196,4014,3.94
277196,4023,3.82
277196,4031,3.7
277196,4035,4.06
277197,4043,3.6
277197,4050,3.59
277197,4055,3.99
277197,4060,3.79
277197,4066,4.08
277197,4069,4.36
277203,4070,4.36
277203,4075,4.1
277203,4077,3.79
277203,4099,4.31
277203,4100,3.96
277203,4104,3.93
277203,4106,4.42
277203,4108,3.92
277203,4117,3.9
277203,4119,3.83
277203,4122,3.99
277203,4135,3.88
277203,4140,3.68
277203,4144,3.89
277203,4162,3.7
277203,4165,3.91
277203,4167,4.16
277203,4191,4.01
277203,4200,3.77
277203,4204,3.77
277203,4207,3.77
277203,4216,3.93
277203,4221,2.98
277203,4223,3.84
277203,4227,3.89
277203,4232,3.71
277203,4241,3.83
277203,4248,3.84
277203,4249,3.84
277203,4250,3.84
277203,4251,3.64
277203,4256,4.56
277203,4259,3.88
277203,4260,3.73
277203,4261,3.56
277203,4263,3.68
277203,4264,3.74
277203,4267,3.94
277203,4273,3.8
277203,4277,3.59
277203,4278,3.73
277203,4287,5
277203,4295,3.82
277203,4300,4.11
277203,4314,3.82
277203,4315,3.55
277203,4325,3.91
277203,4326,4.02
277203,4329,3.97
277203,4331,3.9
277203,4332,4
277203,4337,4.01
277203,4338,3.96
277203,4339,4.23
277203,4341,3.62
277203,4346,4.21
277203,4352,3.53
277205,4359,4
277209,4360,4.29
277212,4362,4.12
277220,4364,3.93
277221,4370,3.96
277228,4372,4.14
277228,4373,4.35
277228,4382,3.99
277228,4390,3.78
277229,4394,4
277230,4397,3.96
277230,4398,3.81
277230,4399,3.96
277231,4404,4.11
277231,4405,3.8
277232,4407,4.11
277235,4408,4.37
277235,4411,3.98
277235,4415,4.37
277237,4417,4.18
277240,4418,3.22
277242,4424,4.07
277243,4434,3.56
277244,4435,4.03
277244,4436,3.72
277244,4451,3.98
277244,4454,4.05
277244,4465,4.36
277244,4472,4.23
277244,4477,4.26
277244,4479,3.91
277245,4487,3.57
277246,4488,3.49
277249,4515,3.77
277249,4519,3.9
277249,4520,3.7
277253,4524,4.26
277256,4525,3.77
277257,4540,3.57
277261,4579,3.98
277262,4580,3.95
277265,4583,3.9
277267,4584,3.9
277268,4588,3.98
277269,4591,4.04
277271,4593,3.86
277272,4595,3.83
277272,4599,4.09
277272,4600,4.2
277272,4601,4.24
277272,4602,4.1
277272,4605,3.46
277272,4606,4.07
277272,4608,3.55
277272,4610,3.98
277272,4620,4
277272,4623,3.52
277272,4624,3.97
277272,4625,4.29
277272,4626,3.9
277272,4627,3.97
277272,4631,4.04
277272,4633,3.88
277272,4637,3.87
277272,4641,4.26
277272,4642,3.82
277274,4651,4.3
277281,4653,3.63
277284,4654,3.42
277285,4656,3.31
277288,4657,3.35
277291,4658,3.3
277292,4660,3.24
277293,4662,4.23
277305,4664,4.22
277314,4666,3.75
277315,4669,4
277315,4670,3.82
277317,4673,3.88
277330,4674,3.91
277334,4675,3.91
277334,4676,3.7
277338,4677,3.91
277338,4680,3.33
277339,4681,3.83
277340,4682,3.75
277340,4683,3.86
277340,4685,3.67
277341,4686,3.81
277343,4692,4.37
277348,4693,3.39
277351,4695,3.69
277351,4696,4.1
277351,4698,4.32
277351,4700,4.12
277351,4703,3.31
277351,4704,3.57
277353,4714,3.76
277358,4717,3.73
277359,4723,4.42
277359,4738,3.83
277359,4739,3.85
277363,4742,3.97
277363,4745,3.85
277363,4746,3.56
277363,4752,4.23
277364,4764,3.75
277364,4767,3.92
277367,4777,4.14
277369,4796,3.99
277371,4799,4.04
277374,4801,4.41
277375,4802,3.83
277378,4803,3.84
277378,4805,3.97
277378,4806,3.97
277378,4808,3.53
277378,4812,4.5
277378,4813,3.6
277378,4817,3.27
277378,4820,3.87
277378,4824,4.44
277378,4829,4.44
277378,4830,3.88
277378,4832,3.98
277378,4835,4.01
277378,4836,3.29
277378,4845,4.29
277378,4864,4.17
277378,4866,4.12
277378,4870,3.96
277378,4873,4.08
277378,4887,4.09
277378,4888,4.09
277378,4894,3.8
277378,4898,3.91
277378,4900,3.42
277378,4906,3.58
277378,4907,3.42
277378,4909,3.75
277378,4916,4.11
277378,4921,3.89
277378,4922,3.89
277378,4924,3.89
277378,4925,3.89
277378,4926,4.08
277378,4929,4.14
277378,4933,4.32
277378,4934,4.32
277378,4935,4.32
277378,4936,4.32
277378,4938,4.32
277378,4940,4.32
277378,4942,3.5
277378,4943,4.44
277378,4944,4.29
277378,4945,4.32
277378,4947,4.05
277378,4950,3.95
277378,4951,3.96
277378,4952,4.16
277378,4953,3.68
277378,4954,3.63
277378,4955,3.75
277378,4956,3.75
277378,4963,3.97
277378,4964,4.5
277378,4965,4.01
277378,4966,3.51
277378,4978,4.18
277378,4979,4.07
277378,4981,4.07
277378,4983,4.35
277379,4986,3.84
277379,4987,3.82
277380,4988,3.87
277384,4989,4.17
